;Comuna;Trabajo;Etnia;Sexo;Freq;anio;codigo
737;Constitución;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;1754;2017;7102
738;Constitución;Si, ahora mismo;Mapuche;Hombre;107;2017;7102
739;Constitución;No;No pertenece a ningún pueblo indígena;Hombre;6264;2017;7102
740;Constitución;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;147;2017;7102
741;Constitución;No;Mapuche;Hombre;141;2017;7102
742;Contulmo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;79;2017;8204
743;Contulmo;No;No pertenece a ningún pueblo indígena;Mujer;851;2017;8204
744;Contulmo;No;No pertenece a ningún pueblo indígena;Hombre;443;2017;8204
745;Contulmo;Sí, en otra época del año;Mapuche;Hombre;13;2017;8204
746;Contulmo;No;Mapuche;Mujer;204;2017;8204
747;Contulmo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;202;2017;8204
748;Contulmo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;57;2017;8204
749;Contulmo;Si, ahora mismo;Mapuche;Mujer;16;2017;8204
750;Contulmo;Si, ahora mismo;Mapuche;Hombre;42;2017;8204
751;Contulmo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;88;2017;8204
752;Contulmo;No;Mapuche;Hombre;132;2017;8204
753;Copiapó;No;Mapuche;Hombre;43;2017;3101
754;Copiapó;No;Aimara;Mujer;189;2017;3101
755;Copiapó;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;6652;2017;3101
756;Copiapó;No;Collas;Mujer;1265;2017;3101
757;Copiapó;No;Collas;Hombre;379;2017;3101
758;Copiapó;Si, ahora mismo;Mapuche;Mujer;531;2017;3101
759;Copiapó;Si, ahora mismo;Diaguita;Mujer;467;2017;3101
760;Copiapó;No;No pertenece a ningún pueblo indígena;Mujer;20895;2017;3101
761;Copiapó;No;Mapuche;Mujer;433;2017;3101
762;Copiapó;No;Atacameño (Likan-Antai);Mujer;85;2017;3101
763;Copiapó;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;3057;2017;3101
764;Copiapó;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;8264;2017;3101
765;Copiapó;No sabe/no responde;Diaguita;Hombre;58;2017;3101
766;Copiapó;Sí, en otra época del año;Aimara;Hombre;16;2017;3101
767;Copiapó;Sí, en otra época del año;Diaguita;Hombre;185;2017;3101
768;Copiapó;Sí, en otra época del año;Mapuche;Mujer;166;2017;3101
769;Copiapó;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;785;2017;3101
770;Copiapó;Si, ahora mismo;No sabe/no responde;Mujer;44;2017;3101
771;Copiapó;Sí, en otra época del año;Collas;Mujer;559;2017;3101
772;Copiapó;No sabe/no responde;Aimara;Hombre;57;2017;3101
773;Copiapó;No;No pertenece a ningún pueblo indígena;Hombre;10758;2017;3101
774;Copiapó;Si, ahora mismo;Diaguita;Hombre;417;2017;3101
775;Copiapó;Sí, en otra época del año;Atacameño (Likan-Antai);Mujer;114;2017;3101
776;Copiapó;Sí, en otra época del año;Aimara;Mujer;58;2017;3101
777;Copiapó;Si, ahora mismo;Mapuche;Hombre;265;2017;3101
778;Copiapó;No;Diaguita;Mujer;2021;2017;3101
779;Copiapó;No sabe/no responde;Collas;Mujer;97;2017;3101
780;Copiapó;Sí, en otra época del año;Diaguita;Mujer;285;2017;3101
781;Copiapó;No;Rapa-Nui o Pascuenses;Hombre;31;2017;3101
782;Copiapó;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;4070;2017;3101
783;Copiapó;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;891;2017;3101
784;Copiapó;Si, ahora mismo;Collas;Hombre;191;2017;3101
785;Copiapó;Sí, en otra época del año;No sabe/no responde;Hombre;267;2017;3101
786;Copiapó;No;Diaguita;Hombre;422;2017;3101
787;Copiapó;Sí, en otra época del año;No sabe/no responde;Mujer;134;2017;3101
788;Copiapó;Si, ahora mismo;Collas;Mujer;320;2017;3101
789;Copiapó;Sí, en otra época del año;Collas;Hombre;202;2017;3101
790;Copiapó;No;No sabe/no responde;Mujer;319;2017;3101
791;Coquimbo;No;No pertenece a ningún pueblo indígena;Mujer;42797;2017;4102
792;Coquimbo;No;No pertenece a ningún pueblo indígena;Hombre;21261;2017;4102
793;Coquimbo;No;No sabe/no responde;Hombre;75;2017;4102
794;Coquimbo;Si, ahora mismo;Aimara;Mujer;137;2017;4102
795;Coquimbo;Si, ahora mismo;Mapuche;Hombre;347;2017;4102
796;Coquimbo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;10017;2017;4102
797;Coquimbo;Si, ahora mismo;No sabe/no responde;Hombre;75;2017;4102
798;Coquimbo;No;Diaguita;Hombre;1225;2017;4102
799;Coquimbo;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;102;2017;4102
800;Coquimbo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;8937;2017;4102
801;Coquimbo;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;242;2017;4102
802;Coquimbo;No;Diaguita;Mujer;1992;2017;4102
803;Coquimbo;Si, ahora mismo;No sabe/no responde;Mujer;75;2017;4102
804;Coquimbo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;4398;2017;4102
805;Coquimbo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;6160;2017;4102
806;Coquimbo;No;Aimara;Hombre;492;2017;4102
807;Coquimbo;No;No sabe/no responde;Mujer;75;2017;4102
808;Coquimbo;Sí, en otra época del año;Diaguita;Mujer;93;2017;4102
809;Coquimbo;No;Mapuche;Mujer;882;2017;4102
810;Coquimbo;Si, ahora mismo;Diaguita;Hombre;140;2017;4102
811;Coquimbo;No;Mapuche;Hombre;550;2017;4102
812;Coquimbo;Sí, en otra época del año;Mapuche;Mujer;182;2017;4102
813;Coquimbo;Si, ahora mismo;Mapuche;Mujer;311;2017;4102
814;Coronel;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;3878;2017;8102
815;Coronel;No;No pertenece a ningún pueblo indígena;Hombre;11139;2017;8102
816;Coronel;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;81;2017;8102
817;Coronel;No;No pertenece a ningún pueblo indígena;Mujer;22996;2017;8102
818;Coronel;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;2499;2017;8102
819;Coronel;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;3302;2017;8102
820;Coronel;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;4043;2017;8102
821;Coronel;Si, ahora mismo;Mapuche;Hombre;536;2017;8102
822;Coronel;Sí, en otra época del año;Mapuche;Mujer;116;2017;8102
823;Coronel;Sí, en otra época del año;Mapuche;Hombre;74;2017;8102
824;Coronel;Si, ahora mismo;Mapuche;Mujer;455;2017;8102
825;Coronel;No;Rapa-Nui o Pascuenses;Hombre;82;2017;8102
826;Coronel;No;Mapuche;Hombre;559;2017;8102
827;Coronel;No;Mapuche;Mujer;1180;2017;8102
828;Corral;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;44;2017;14102
829;Corral;Si, ahora mismo;Mapuche;Mujer;59;2017;14102
830;Corral;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;69;2017;14102
831;Corral;No;No pertenece a ningún pueblo indígena;Hombre;372;2017;14102
832;Corral;No;Mapuche;Hombre;132;2017;14102
833;Corral;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;87;2017;14102
834;Corral;Sí, en otra época del año;Mapuche;Hombre;116;2017;14102
835;Corral;No;No pertenece a ningún pueblo indígena;Mujer;619;2017;14102
836;Corral;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;47;2017;14102
837;Corral;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;49;2017;14102
838;Corral;Sí, en otra época del año;Mapuche;Mujer;22;2017;14102
839;Corral;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;193;2017;14102
840;Corral;No;Mapuche;Mujer;126;2017;14102
841;Coyhaique;No;Aimara;Hombre;16;2017;11101
842;Coyhaique;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;844;2017;11101
843;Coyhaique;No;Mapuche;Hombre;782;2017;11101
844;Coyhaique;No sabe/no responde;Mapuche;Mujer;19;2017;11101
845;Coyhaique;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;1545;2017;11101
846;Coyhaique;Sí, en otra época del año;Mapuche;Hombre;155;2017;11101
847;Coyhaique;Si, ahora mismo;Mapuche;Mujer;448;2017;11101
848;Coyhaique;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;1356;2017;11101
849;Coyhaique;Sí, en otra época del año;Mapuche;Mujer;464;2017;11101
850;Coyhaique;No;No pertenece a ningún pueblo indígena;Mujer;5705;2017;11101
851;Coyhaique;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;34;2017;11101
852;Coyhaique;No;Aimara;Mujer;14;2017;11101
853;Coyhaique;No;Quechua;Hombre;17;2017;11101
854;Coyhaique;Si, ahora mismo;Aimara;Hombre;20;2017;11101
855;Coyhaique;No;No pertenece a ningún pueblo indígena;Hombre;2789;2017;11101
856;Coyhaique;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;292;2017;11101
857;Coyhaique;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;57;2017;11101
858;Coyhaique;No;Mapuche;Mujer;1528;2017;11101
859;Coyhaique;Si, ahora mismo;Mapuche;Hombre;312;2017;11101
860;Coyhaique;Sí, en otra época del año;Quechua;Hombre;17;2017;11101
861;Coyhaique;No;Quechua;Mujer;14;2017;11101
862;Coyhaique;Sí, en otra época del año;Quechua;Mujer;26;2017;11101
863;Cunco;No;No pertenece a ningún pueblo indígena;Hombre;1724;2017;9103
864;Cunco;No sabe/no responde;Mapuche;Hombre;78;2017;9103
865;Cunco;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;700;2017;9103
866;Cunco;No;Mapuche;Mujer;884;2017;9103
867;Cunco;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;78;2017;9103
868;Cunco;Sí, en otra época del año;Mapuche;Mujer;138;2017;9103
869;Cunco;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;36;2017;9103
870;Cunco;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;482;2017;9103
871;Cunco;No;Mapuche;Hombre;684;2017;9103
872;Cunco;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;60;2017;9103
873;Cunco;Si, ahora mismo;Mapuche;Hombre;78;2017;9103
874;Cunco;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;344;2017;9103
875;Cunco;No;No pertenece a ningún pueblo indígena;Mujer;3192;2017;9103
876;Curacautín;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;240;2017;9203
877;Curacautín;Si, ahora mismo;Mapuche;Hombre;104;2017;9203
878;Curacautín;No;No pertenece a ningún pueblo indígena;Mujer;2311;2017;9203
879;Curacautín;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;517;2017;9203
880;Curacautín;No;No pertenece a ningún pueblo indígena;Hombre;1417;2017;9203
881;Curacautín;No;Mapuche;Mujer;827;2017;9203
882;Curacautín;No;Mapuche;Hombre;496;2017;9203
883;Curacautín;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;504;2017;9203
884;Curacautín;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;142;2017;9203
885;Curacaví;Si, ahora mismo;Mapuche;Mujer;123;2017;13503
886;Curacaví;No;No pertenece a ningún pueblo indígena;Hombre;2758;2017;13503
887;Curacaví;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;1622;2017;13503
888;Curacaví;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;548;2017;13503
889;Curacaví;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;996;2017;13503
890;Curacaví;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;1075;2017;13503
891;Curacaví;No;No pertenece a ningún pueblo indígena;Mujer;5480;2017;13503
892;Curaco de Vélez;No;No pertenece a ningún pueblo indígena;Mujer;774;2017;10204
893;Curaco de Vélez;No;No pertenece a ningún pueblo indígena;Hombre;396;2017;10204
894;Curaco de Vélez;No;Mapuche;Mujer;423;2017;10204
895;Curaco de Vélez;No;Mapuche;Hombre;162;2017;10204
896;Curaco de Vélez;Si, ahora mismo;Mapuche;Hombre;36;2017;10204
897;Curaco de Vélez;Si, ahora mismo;Mapuche;Mujer;45;2017;10204
898;Curanilahue;No;Mapuche;Mujer;211;2017;8205
899;Curanilahue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;1635;2017;8205
900;Curanilahue;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;26;2017;8205
901;Curanilahue;Sí, en otra época del año;Mapuche;Mujer;138;2017;8205
902;Curanilahue;Si, ahora mismo;Mapuche;Mujer;431;2017;8205
903;Curanilahue;No;No pertenece a ningún pueblo indígena;Hombre;2116;2017;8205
904;Curanilahue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;1436;2017;8205
905;Curanilahue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;1162;2017;8205
906;Curanilahue;No;No pertenece a ningún pueblo indígena;Mujer;4042;2017;8205
907;Curanilahue;Si, ahora mismo;Mapuche;Hombre;91;2017;8205
908;Curanilahue;No;Mapuche;Hombre;92;2017;8205
909;Curanilahue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;1083;2017;8205
910;Curarrehue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;54;2017;9104
911;Curarrehue;Sí, en otra época del año;Mapuche;Mujer;110;2017;9104
912;Curarrehue;No;No pertenece a ningún pueblo indígena;Mujer;612;2017;9104
913;Curarrehue;No;Mapuche;Hombre;355;2017;9104
914;Curarrehue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;56;2017;9104
915;Curarrehue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;110;2017;9104
916;Curarrehue;Si, ahora mismo;Mapuche;Mujer;336;2017;9104
917;Curarrehue;No sabe/no responde;Kawashkar o Alacalufes;Mujer;56;2017;9104
918;Curarrehue;No;Mapuche;Mujer;859;2017;9104
919;Curarrehue;No;No pertenece a ningún pueblo indígena;Hombre;315;2017;9104
920;Curarrehue;Si, ahora mismo;Mapuche;Hombre;168;2017;9104
921;Curarrehue;Sí, en otra época del año;Mapuche;Hombre;297;2017;9104
922;Curepto;No;Mapuche;Mujer;358;2017;7103
923;Curepto;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;484;2017;7103
924;Curepto;No;No pertenece a ningún pueblo indígena;Mujer;1328;2017;7103
925;Curepto;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;341;2017;7103
926;Curepto;Si, ahora mismo;Mapuche;Mujer;68;2017;7103
927;Curepto;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;257;2017;7103
928;Curepto;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;104;2017;7103
929;Curepto;No;No pertenece a ningún pueblo indígena;Hombre;794;2017;7103
930;Curepto;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;104;2017;7103
931;Curepto;No;Mapuche;Hombre;82;2017;7103
932;Curicó;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;151;2017;7301
933;Curicó;No;Mapuche;Hombre;285;2017;7301
934;Curicó;Sí, en otra época del año;Mapuche;Mujer;245;2017;7301
935;Curicó;No;No sabe/no responde;Mujer;94;2017;7301
936;Curicó;No;No pertenece a ningún pueblo indígena;Mujer;27137;2017;7301
937;Curicó;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;3164;2017;7301
938;Curicó;No;Mapuche;Mujer;573;2017;7301
939;Curicó;Si, ahora mismo;Mapuche;Hombre;51;2017;7301
940;Curicó;No;No pertenece a ningún pueblo indígena;Hombre;12880;2017;7301
941;Curicó;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;5184;2017;7301
942;Curicó;Si, ahora mismo;Mapuche;Mujer;182;2017;7301
943;Curicó;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;2300;2017;7301
944;Curicó;Sí, en otra época del año;Mapuche;Hombre;120;2017;7301
945;Curicó;No;No sabe/no responde;Hombre;47;2017;7301
946;Curicó;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;4200;2017;7301
947;Curicó;No;Quechua;Mujer;22;2017;7301
948;Curicó;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;368;2017;7301
949;Dalcahue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;277;2017;10205
950;Dalcahue;No;No pertenece a ningún pueblo indígena;Mujer;2244;2017;10205
951;Dalcahue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;402;2017;10205
952;Dalcahue;No;Mapuche;Hombre;1196;2017;10205
953;Dalcahue;No;No pertenece a ningún pueblo indígena;Hombre;1106;2017;10205
954;Dalcahue;Sí, en otra época del año;Mapuche;Mujer;38;2017;10205
955;Dalcahue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;106;2017;10205
956;Dalcahue;Si, ahora mismo;Mapuche;Mujer;133;2017;10205
957;Dalcahue;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;68;2017;10205
958;Dalcahue;No;Kawashkar o Alacalufes;Hombre;84;2017;10205
959;Dalcahue;No;Mapuche;Mujer;1153;2017;10205
960;Dalcahue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;152;2017;10205
961;Dalcahue;Si, ahora mismo;Mapuche;Hombre;76;2017;10205
962;Diego de Almagro;No;Diaguita;Mujer;24;2017;3202
963;Diego de Almagro;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;54;2017;3202
964;Diego de Almagro;Sí, en otra época del año;Diaguita;Mujer;35;2017;3202
965;Diego de Almagro;No;Diaguita;Hombre;35;2017;3202
966;Diego de Almagro;No;Collas;Hombre;3;2017;3202
967;Diego de Almagro;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;94;2017;3202
968;Diego de Almagro;Sí, en otra época del año;Mapuche;Hombre;37;2017;3202
969;Diego de Almagro;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;357;2017;3202
970;Diego de Almagro;Sí, en otra época del año;Diaguita;Hombre;67;2017;3202
971;Diego de Almagro;Sí, en otra época del año;Collas;Hombre;35;2017;3202
972;Diego de Almagro;No;No pertenece a ningún pueblo indígena;Mujer;892;2017;3202
973;Diego de Almagro;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;245;2017;3202
974;Diego de Almagro;No;No pertenece a ningún pueblo indígena;Hombre;333;2017;3202
975;Diego de Almagro;Sí, en otra época del año;Collas;Mujer;37;2017;3202
976;Diego de Almagro;No;Collas;Mujer;44;2017;3202
977;Diego de Almagro;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;158;2017;3202
978;Diego de Almagro;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;344;2017;3202
979;Diego de Almagro;Sí, en otra época del año;Mapuche;Mujer;28;2017;3202
980;Doñihue;Sí, en otra época del año;Mapuche;Mujer;20;2017;6105
981;Doñihue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;944;2017;6105
982;Doñihue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;888;2017;6105
983;Doñihue;No;No pertenece a ningún pueblo indígena;Hombre;2007;2017;6105
984;Doñihue;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;387;2017;6105
985;Doñihue;Sí, en otra época del año;Mapuche;Hombre;20;2017;6105
986;Doñihue;No;No pertenece a ningún pueblo indígena;Mujer;4421;2017;6105
987;Doñihue;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;589;2017;6105
988;Doñihue;No;Mapuche;Mujer;16;2017;6105
989;El Bosque;Sí, en otra época del año;Mapuche;Mujer;292;2017;13105
990;El Bosque;No;Mapuche;Mujer;2094;2017;13105
991;El Bosque;Sí, en otra época del año;Mapuche;Hombre;142;2017;13105
992;El Bosque;Si, ahora mismo;Mapuche;Hombre;251;2017;13105
993;El Bosque;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;5727;2017;13105
994;El Bosque;Si, ahora mismo;Mapuche;Mujer;636;2017;13105
995;El Bosque;No;No pertenece a ningún pueblo indígena;Hombre;12613;2017;13105
996;El Bosque;No;Mapuche;Hombre;413;2017;13105
997;El Bosque;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;3171;2017;13105
998;El Bosque;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;1817;2017;13105
999;El Bosque;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;4554;2017;13105
1000;El Bosque;No;No pertenece a ningún pueblo indígena;Mujer;22240;2017;13105
1001;El Carmen;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;148;2017;16104
1002;El Carmen;Si, ahora mismo;Mapuche;Mujer;24;2017;16104
1003;El Carmen;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;457;2017;16104
1004;El Carmen;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;275;2017;16104
1005;El Carmen;No;No pertenece a ningún pueblo indígena;Mujer;2682;2017;16104
1006;El Carmen;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;139;2017;16104
1007;El Carmen;No;No pertenece a ningún pueblo indígena;Hombre;560;2017;16104
1008;El Monte;No;No pertenece a ningún pueblo indígena;Mujer;4219;2017;13602
1009;El Monte;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;824;2017;13602
1010;El Monte;No;No pertenece a ningún pueblo indígena;Hombre;1835;2017;13602
1011;El Monte;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;753;2017;13602
1012;El Monte;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;813;2017;13602
1013;El Monte;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;2215;2017;13602
1014;El Monte;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;51;2017;13602
1015;El Monte;Sí, en otra época del año;Mapuche;Mujer;372;2017;13602
1016;El Quisco;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;297;2017;5604
1017;El Quisco;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;988;2017;5604
1018;El Quisco;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;127;2017;5604
1019;El Quisco;No;No pertenece a ningún pueblo indígena;Mujer;3751;2017;5604
1020;El Quisco;No;Mapuche;Mujer;182;2017;5604
1021;El Quisco;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;1298;2017;5604
1022;El Quisco;No;No pertenece a ningún pueblo indígena;Hombre;1367;2017;5604
1023;El Tabo;No;No pertenece a ningún pueblo indígena;Mujer;3173;2017;5605
1024;El Tabo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;441;2017;5605
1025;El Tabo;No;No pertenece a ningún pueblo indígena;Hombre;1063;2017;5605
1026;El Tabo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;350;2017;5605
1027;El Tabo;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;403;2017;5605
1028;El Tabo;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;280;2017;5605
1029;Empedrado;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;120;2017;7104
1030;Empedrado;No;No pertenece a ningún pueblo indígena;Hombre;369;2017;7104
1031;Empedrado;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;24;2017;7104
1032;Empedrado;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;165;2017;7104
1033;Empedrado;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;15;2017;7104
1034;Empedrado;No;No pertenece a ningún pueblo indígena;Mujer;714;2017;7104
1035;Ercilla;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;136;2017;9204
1036;Ercilla;No;Mapuche;Mujer;1295;2017;9204
1037;Ercilla;Si, ahora mismo;Mapuche;Mujer;262;2017;9204
1038;Ercilla;Sí, en otra época del año;Mapuche;Hombre;81;2017;9204
1039;Ercilla;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;250;2017;9204
1040;Ercilla;Sí, en otra época del año;Mapuche;Mujer;135;2017;9204
1041;Ercilla;No;No pertenece a ningún pueblo indígena;Hombre;368;2017;9204
1042;Ercilla;No;No pertenece a ningún pueblo indígena;Mujer;473;2017;9204
1043;Ercilla;Si, ahora mismo;Mapuche;Hombre;321;2017;9204
1044;Ercilla;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;33;2017;9204
1045;Ercilla;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;33;2017;9204
1046;Ercilla;No;Mapuche;Hombre;388;2017;9204
1047;Estación Central;Sí, en otra época del año;Mapuche;Mujer;155;2017;13106
1048;Estación Central;No;No pertenece a ningún pueblo indígena;Hombre;3514;2017;13106
1049;Estación Central;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;4909;2017;13106
1050;Estación Central;Si, ahora mismo;Mapuche;Mujer;642;2017;13106
1051;Estación Central;No;Mapuche;Hombre;173;2017;13106
1052;Estación Central;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;376;2017;13106
1053;Estación Central;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;2085;2017;13106
1054;Estación Central;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;87;2017;13106
1055;Estación Central;Sí, en otra época del año;No sabe/no responde;Hombre;77;2017;13106
1056;Estación Central;No;Mapuche;Mujer;578;2017;13106
1057;Estación Central;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;4601;2017;13106
1058;Estación Central;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;3382;2017;13106
1059;Estación Central;No;No pertenece a ningún pueblo indígena;Mujer;10844;2017;13106
1060;Estación Central;Si, ahora mismo;Mapuche;Hombre;267;2017;13106
1061;Florida;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Hombre;158;2017;8104
1062;Florida;Si, ahora mismo;Mapuche;Mujer;84;2017;8104
1063;Florida;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;490;2017;8104
1064;Florida;No;Mapuche;Mujer;137;2017;8104
1065;Florida;No;No pertenece a ningún pueblo indígena;Hombre;1078;2017;8104
1066;Florida;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;210;2017;8104
1067;Florida;No;Mapuche;Hombre;106;2017;8104
1068;Florida;No;No pertenece a ningún pueblo indígena;Mujer;1795;2017;8104
1069;Florida;Sí, en otra época del año;No pertenece a ningún pueblo indígena;Mujer;227;2017;8104
1070;Freire;Si, ahora mismo;No pertenece a ningún pueblo indígena;Mujer;566;2017;9105
1071;Freire;No sabe/no responde;No pertenece a ningún pueblo indígena;Mujer;216;2017;9105
1072;Freire;No sabe/no responde;No pertenece a ningún pueblo indígena;Hombre;62;2017;9105
1073;Freire;No;Mapuche;Hombre;788;2017;9105
1074;Freire;Sí, en otra época del año;Mapuche;Mujer;968;2017;9105
1075;Freire;No;No pertenece a ningún pueblo indígena;Mujer;2776;2017;9105
1076;Freire;Si, ahora mismo;No pertenece a ningún pueblo indígena;Hombre;335;2017;9105
1077;Freire;Si, ahora mismo;Mapuche;Mujer;228;2017;9105
